CensusTract,State,County,TotalPop,Men,Women,Hispanic,White,Black,Native,Asian,Pacific,Citizen,Income,IncomeErr,IncomePerCap,IncomePerCapErr,Poverty,ChildPoverty,Professional,Service,Office,Construction,Production,Drive,Carpool,Transit,Walk,OtherTransp,WorkAtHome,MeanCommute,Employed,PrivateWork,PublicWork,SelfEmployed,FamilyWork,Unemployment
6075060400,California,San Francisco,1634,789,845,10.8,55.6,4.0,0.0,21.4,0.0,1230,52833.0,20310.0,40984.0,5964.0,21.2,7.9,50.4,19.5,15.0,5.4,9.7,62.8,8.2,23.8,0.3,4.2,0.8,35.1,814,66.5,31.6,2.0,0.0,8.2
6075060502,California,San Francisco,3417,1478,1939,31.8,3.4,18.2,0.0,29.6,13.5,1884,23072.0,3177.0,11884.0,2150.0,41.8,62.0,14.5,42.8,25.8,5.5,11.4,39.4,11.9,46.1,0.5,0.6,1.5,35.3,1077,87.3,9.9,2.8,0.0,22.2
6075060700,California,San Francisco,9979,5370,4609,10.9,39.1,5.1,0.0,42.8,0.0,6184,107798.0,29801.0,64959.0,6700.0,13.5,7.9,75.0,5.6,13.5,2.4,3.4,21.3,7.8,43.4,16.0,8.4,3.1,32.8,6509,91.2,6.2,2.7,0.0,5.0
6075061000,California,San Francisco,4587,2257,2330,21.4,12.6,8.5,0.4,47.8,0.7,2914,108977.0,16047.0,41409.0,3964.0,3.9,2.1,43.8,15.2,24.6,6.4,10.0,59.0,16.7,20.7,0.0,1.1,2.5,30.4,2566,81.4,10.2,8.1,0.3,4.6
6075061100,California,San Francisco,4527,2069,2458,3.8,3.4,0.6,0.3,91.3,0.0,2515,16545.0,1945.0,14235.0,2516.0,36.3,34.1,15.1,49.9,20.6,3.0,11.3,9.6,5.8,30.8,47.1,1.1,5.5,25.7,1816,79.5,10.6,9.9,0.0,12.6
6075061200,California,San Francisco,4296,2451,1845,40.6,10.0,20.5,0.0,25.6,0.2,2264,51649.0,7166.0,18230.0,2044.0,16.1,18.7,19.8,33.8,16.3,9.3,20.8,51.9,8.5,22.7,4.9,9.3,2.8,29.1,1986,77.3,10.6,12.1,0.0,15.3
6075061400,California,San Francisco,6140,3096,3044,23.4,47.7,7.6,0.2,15.2,1.1,3941,138897.0,17023.0,63198.0,9290.0,16.2,31.4,78.9,7.8,9.4,0.0,3.9,40.0,7.2,23.7,8.9,13.1,6.9,32.1,3553,71.1,18.7,10.2,0.0,8.3
6075061500,California,San Francisco,12511,6592,5919,13.6,49.5,1.2,0.2,33.4,0.0,8820,127080.0,18298.0,114166.0,23906.0,10.8,7.4,74.2,7.6,13.8,1.2,3.2,28.5,2.6,21.5,39.7,3.4,4.2,29.4,8033,90.9,6.9,1.7,0.5,5.0
6075980200,California,San Francisco,330,245,85,3.0,62.7,10.3,0.0,22.1,0.0,307,145000.0,106579.0,41797.0,14057.0,10.3,0.0,86.7,0.0,4.8,8.4,0.0,63.9,0.0,26.5,0.0,0.0,9.6,28.5,83,62.7,18.1,19.3,0.0,9.8
6075980300,California,San Francisco,78,45,33,0.0,93.6,0.0,0.0,0.0,0.0,73,125750.0,28516.0,112779.0,22090.0,0.0,,81.1,6.8,6.8,5.4,0.0,25.7,0.0,54.1,20.3,0.0,0.0,41.8,74,74.3,25.7,0.0,0.0,0.0
6075980401,California,San Francisco,0,0,0,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,,,
6075980501,California,San Francisco,880,368,512,9.9,7.0,21.1,0.0,44.4,13.8,649,16638.0,4351.0,16073.0,3780.0,37.3,41.3,29.1,31.3,30.6,1.8,7.2,55.7,7.2,26.9,1.5,1.5,7.2,33.8,278,79.9,15.5,4.7,0.0,23.6
6075980600,California,San Francisco,487,265,222,26.7,11.1,46.4,0.0,15.0,0.0,353,,,24378.0,7474.0,37.4,86.7,30.8,25.8,18.3,12.9,12.1,41.7,12.6,41.7,0.0,1.7,2.2,40.1,240,91.3,6.7,2.1,0.0,20.5
6075980900,California,San Francisco,271,165,106,20.3,43.2,10.7,0.0,18.5,3.0,191,94000.0,73830.0,55944.0,17646.0,18.5,0.0,72.7,6.8,9.1,4.0,7.4,31.3,11.4,14.2,6.3,26.1,10.8,29.7,176,83.5,6.8,9.7,0.0,15.8
6075990100,California,San Francisco,0,0,0,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,,,
